업종,회사명,연도,계정,금액,경고
반도체/전자부품,ISC,2023,무형자산취득액,92500315.0,
반도체/전자부품,ISC,2025,유형자산처분액,273358543.0,
반도체/전자부품,ISC,2024,유형자산처분액,6207600000.0,
반도체/전자부품,ISC,2023,유형자산처분액,1278953075.0,
반도체/전자부품,ISC,2025,무형자산처분액,0.0,
반도체/전자부품,ISC,2024,무형자산처분액,100000000.0,
반도체/전자부품,ISC,2023,무형자산처분액,357272728.0,
반도체/전자부품,ISC,2025,배당금지급액,16575995520.0,
반도체/전자부품,ISC,2024,배당금지급액,4092838400.0,
반도체/전자부품,ISC,2023,배당금지급액,9999963000.0,
반도체/전자부품,ISC,2025,법인세납부액,12529084457.0,
반도체/전자부품,ISC,2024,법인세납부액,5738841270.0,
반도체/전자부품,ISC,2023,법인세납부액,19041151146.0,
반도체/전자부품,ISC,2025,이자지급액,1471171168.0,
반도체/전자부품,ISC,2024,이자지급액,1996999639.0,
반도체/전자부품,ISC,2023,이자지급액,2624587981.0,
반도체/전자부품,ISC,2025,리스부채상환액,366281188.0,
반도체/전자부품,ISC,2024,리스부채상환액,294511034.0,
반도체/전자부품,ISC,2023,리스부채상환액,454659636.0,
반도체/전자부품,ISC,2023,단기차입금유입액,19350672745.0,
반도체/전자부품,ISC,2025,단기차입금상환액,0.0,
반도체/전자부품,ISC,2024,단기차입금상환액,17960896000.0,
반도체/전자부품,ISC,2023,단기차입금상환액,14954847254.0,
반도체/전자부품,ISC,2025,장기차입금상환액,0.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,ISC,2024,장기차입금상환액,5000000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,ISC,2023,장기차입금상환액,0.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,ISC,2025,매출채권,69838745682.0,
반도체/전자부품,ISC,2024,매출채권,32892700530.0,
반도체/전자부품,ISC,2023,매출채권,21020881647.0,
반도체/전자부품,ISC,2025,매입채무,33281401615.0,
반도체/전자부품,ISC,2024,매입채무,7565541694.0,
반도체/전자부품,ISC,2023,매입채무,4807097058.0,
반도체/전자부품,LX세미콘,2025,매출액,1639070665791.0,
반도체/전자부품,LX세미콘,2024,매출액,1865621538499.0,
반도체/전자부품,LX세미콘,2023,매출액,1901444975029.0,
반도체/전자부품,LX세미콘,2025,매출원가,1115880275236.0,
반도체/전자부품,LX세미콘,2024,매출원가,1249744048726.0,
반도체/전자부품,LX세미콘,2023,매출원가,1367468136980.0,
반도체/전자부품,LX세미콘,2025,재고자산,193300646173.0,
반도체/전자부품,LX세미콘,2024,재고자산,211439816577.0,
반도체/전자부품,LX세미콘,2023,재고자산,335891039471.0,
반도체/전자부품,LX세미콘,2025,현금및현금성자산,178168748471.0,
반도체/전자부품,LX세미콘,2024,현금및현금성자산,238812527045.0,
반도체/전자부품,LX세미콘,2023,현금및현금성자산,184417149183.0,
반도체/전자부품,LX세미콘,2025,유동자산,1062105944395.0,
반도체/전자부품,LX세미콘,2024,유동자산,1124302602321.0,
반도체/전자부품,LX세미콘,2023,유동자산,902885508054.0,
반도체/전자부품,LX세미콘,2025,유동부채,240341464360.0,
반도체/전자부품,LX세미콘,2024,유동부채,351838480250.0,
반도체/전자부품,LX세미콘,2023,유동부채,207337013241.0,
반도체/전자부품,LX세미콘,2025,부채총계,274236911903.0,
반도체/전자부품,LX세미콘,2024,부채총계,420215422354.0,
반도체/전자부품,LX세미콘,2023,부채총계,228301207505.0,
반도체/전자부품,LX세미콘,2025,자본총계,1125606564582.0,
반도체/전자부품,LX세미콘,2024,자본총계,1079586526506.0,
반도체/전자부품,LX세미콘,2023,자본총계,976763737232.0,
반도체/전자부품,LX세미콘,2025,자산총계,1399843476485.0,
반도체/전자부품,LX세미콘,2024,자산총계,1499801948860.0,
반도체/전자부품,LX세미콘,2023,자산총계,1205064944737.0,
반도체/전자부품,LX세미콘,2025,영업이익,108856055553.0,
반도체/전자부품,LX세미콘,2024,영업이익,167076803816.0,
반도체/전자부품,LX세미콘,2023,영업이익,129035656339.0,
반도체/전자부품,LX세미콘,2025,당기순이익,82633081344.0,
반도체/전자부품,LX세미콘,2024,당기순이익,130509153930.0,
반도체/전자부품,LX세미콘,2023,당기순이익,101203533006.0,
반도체/전자부품,LX세미콘,2025,금융원가,17269395620.0,
반도체/전자부품,LX세미콘,2024,금융원가,33787507774.0,
반도체/전자부품,LX세미콘,2023,금융원가,24997658777.0,
반도체/전자부품,LX세미콘,2025,유형자산,112616342337.0,
반도체/전자부품,LX세미콘,2024,유형자산,111129212477.0,
반도체/전자부품,LX세미콘,2023,유형자산,104427738469.0,
반도체/전자부품,LX세미콘,2025,사용권자산,32071105147.0,
반도체/전자부품,LX세미콘,2024,사용권자산,37621013253.0,
반도체/전자부품,LX세미콘,2023,사용권자산,21512251346.0,
반도체/전자부품,LX세미콘,2025,무형자산,81730493645.0,
반도체/전자부품,LX세미콘,2024,무형자산,84391556772.0,
반도체/전자부품,LX세미콘,2023,무형자산,73937288123.0,
반도체/전자부품,LX세미콘,2025,관계기업투자,49873865931.0,
반도체/전자부품,LX세미콘,2024,관계기업투자,47624683592.0,
반도체/전자부품,LX세미콘,2023,관계기업투자,47935017586.0,
반도체/전자부품,LX세미콘,2025,이연법인세자산,19107067699.0,
반도체/전자부품,LX세미콘,2024,이연법인세자산,26794664283.0,
반도체/전자부품,LX세미콘,2023,이연법인세자산,22914606436.0,
반도체/전자부품,LX세미콘,2025,자본금,8132150000.0,
반도체/전자부품,LX세미콘,2024,자본금,8132150000.0,
반도체/전자부품,LX세미콘,2023,자본금,8132150000.0,
반도체/전자부품,LX세미콘,2025,이익잉여금,1041374777732.0,
반도체/전자부품,LX세미콘,2024,이익잉여금,994959607809.0,
반도체/전자부품,LX세미콘,2023,이익잉여금,893361335387.0,
반도체/전자부품,LX세미콘,2025,매출총이익,523190390555.0,
반도체/전자부품,LX세미콘,2024,매출총이익,615877489773.0,
반도체/전자부품,LX세미콘,2023,매출총이익,533976838049.0,
반도체/전자부품,LX세미콘,2025,판매비와관리비,414334335002.0,
반도체/전자부품,LX세미콘,2024,판매비와관리비,448800685957.0,
반도체/전자부품,LX세미콘,2023,판매비와관리비,404941181710.0,
반도체/전자부품,LX세미콘,2025,금융수익,26897966273.0,
반도체/전자부품,LX세미콘,2024,금융수익,19737759357.0,
반도체/전자부품,LX세미콘,2023,금융수익,12985625309.0,
반도체/전자부품,LX세미콘,2025,법인세비용차감전순이익,106935191039.0,
반도체/전자부품,LX세미콘,2024,법인세비용차감전순이익,167995704701.0,
반도체/전자부품,LX세미콘,2023,법인세비용차감전순이익,126286509031.0,
반도체/전자부품,LX세미콘,2025,법인세비용,24302109695.0,
반도체/전자부품,LX세미콘,2024,법인세비용,37486550771.0,
반도체/전자부품,LX세미콘,2023,법인세비용,25082976025.0,
반도체/전자부품,LX세미콘,2025,유동리스부채,8191728920.0,
반도체/전자부품,LX세미콘,2024,유동리스부채,9882329798.0,
반도체/전자부품,LX세미콘,2023,유동리스부채,7643405206.0,
반도체/전자부품,LX세미콘,2025,비유동리스부채,24292742544.0,
반도체/전자부품,LX세미콘,2024,비유동리스부채,27245378294.0,
반도체/전자부품,LX세미콘,2023,비유동리스부채,13481050328.0,
반도체/전자부품,LX세미콘,2025,영업활동현금흐름,137086532839.0,
반도체/전자부품,LX세미콘,2024,영업활동현금흐름,168867504547.0,
반도체/전자부품,LX세미콘,2023,영업활동현금흐름,102678750002.0,
반도체/전자부품,LX세미콘,2025,투자활동현금흐름,-148843852642.0,
반도체/전자부품,LX세미콘,2024,투자활동현금흐름,-76816118580.0,
반도체/전자부품,LX세미콘,2023,투자활동현금흐름,-26518562091.0,
반도체/전자부품,LX세미콘,2025,재무활동현금흐름,-48821681499.0,
반도체/전자부품,LX세미콘,2024,재무활동현금흐름,-38126909406.0,
반도체/전자부품,LX세미콘,2023,재무활동현금흐름,-81590138998.0,
반도체/전자부품,LX세미콘,2025,유형자산취득액,19613805325.0,
반도체/전자부품,LX세미콘,2024,유형자산취득액,23079612443.0,
반도체/전자부품,LX세미콘,2023,유형자산취득액,32926692756.0,
반도체/전자부품,LX세미콘,2025,무형자산취득액,9533398718.0,
반도체/전자부품,LX세미콘,2024,무형자산취득액,18961920322.0,
반도체/전자부품,LX세미콘,2023,무형자산취득액,19743067166.0,
반도체/전자부품,LX세미콘,2025,유형자산처분액,1360191280.0,
반도체/전자부품,LX세미콘,2024,유형자산처분액,22434000.0,
반도체/전자부품,LX세미콘,2023,유형자산처분액,19521232600.0,
반도체/전자부품,LX세미콘,2025,무형자산처분액,14238720.0,
반도체/전자부품,LX세미콘,2024,무형자산처분액,819527273.0,
반도체/전자부품,LX세미콘,2023,무형자산처분액,1000.0,
반도체/전자부품,LX세미콘,2025,배당금지급액,39034211466.0,
반도체/전자부품,LX세미콘,2024,배당금지급액,29275659685.0,
반도체/전자부품,LX세미콘,2023,배당금지급액,73189350000.0,
반도체/전자부품,LX세미콘,2025,법인세납부액,29143456853.0,
반도체/전자부품,LX세미콘,2024,법인세납부액,44824584252.0,
반도체/전자부품,LX세미콘,2023,법인세납부액,52632440895.0,
반도체/전자부품,LX세미콘,2025,이자지급액,1366038261.0,
반도체/전자부품,LX세미콘,2024,이자지급액,943409396.0,
반도체/전자부품,LX세미콘,2023,이자지급액,448344323.0,
반도체/전자부품,LX세미콘,2025,리스부채상환액,9787470033.0,
반도체/전자부품,LX세미콘,2024,리스부채상환액,8851249721.0,
반도체/전자부품,LX세미콘,2023,리스부채상환액,8400788998.0,
반도체/전자부품,LX세미콘,2025,매출채권,354752505821.0,
반도체/전자부품,LX세미콘,2024,매출채권,448798746663.0,
반도체/전자부품,LX세미콘,2023,매출채권,204968516437.0,
반도체/전자부품,LX세미콘,2025,매입채무,114089548225.0,
반도체/전자부품,LX세미콘,2024,매입채무,153443980008.0,
반도체/전자부품,LX세미콘,2023,매입채무,97600609220.0,
건설업,현대건설,2025,매출액,31062912000000.0,
건설업,현대건설,2024,매출액,32670268000000.0,
건설업,현대건설,2023,매출액,29651357000000.0,
건설업,현대건설,2025,매출원가,29082629000000.0,
건설업,현대건설,2024,매출원가,32887201000000.0,
건설업,현대건설,2023,매출원가,27948549000000.0,
건설업,현대건설,2025,재고자산,747044000000.0,
건설업,현대건설,2024,재고자산,776511000000.0,
건설업,현대건설,2023,재고자산,815625000000.0,
건설업,현대건설,2025,현금및현금성자산,4812659000000.0,
건설업,현대건설,2024,현금및현금성자산,5130372000000.0,
건설업,현대건설,2023,현금및현금성자산,4205665000000.0,
건설업,현대건설,2025,유동자산,21958006000000.0,
건설업,현대건설,2024,유동자산,21100663000000.0,
건설업,현대건설,2023,유동자산,18613430000000.0,
건설업,현대건설,2025,유동부채,14842910000000.0,
건설업,현대건설,2024,유동부채,14663775000000.0,
건설업,현대건설,2023,유동부채,10356647000000.0,
건설업,현대건설,2025,단기차입금,1194728000000.0,
건설업,현대건설,2024,단기차입금,744668000000.0,
건설업,현대건설,2023,단기차입금,248744000000.0,
건설업,현대건설,2025,유동성장기부채,929377000000.0,
건설업,현대건설,2024,유동성장기부채,975652000000.0,
건설업,현대건설,2023,유동성장기부채,280997000000.0,
건설업,현대건설,2025,장기차입금,579678000000.0,
건설업,현대건설,2024,장기차입금,598212000000.0,
건설업,현대건설,2023,장기차입금,563609000000.0,
건설업,현대건설,2025,부채총계,17678843000000.0,
건설업,현대건설,2024,부채총계,17335972000000.0,
건설업,현대건설,2023,부채총계,13258980000000.0,
건설업,현대건설,2025,자본총계,10112865000000.0,
건설업,현대건설,2024,자본총계,9669413000000.0,
건설업,현대건설,2023,자본총계,10455515000000.0,
건설업,현대건설,2025,자산총계,27791708000000.0,
건설업,현대건설,2024,자산총계,27005385000000.0,
건설업,현대건설,2023,자산총계,23714495000000.0,
건설업,현대건설,2025,영업이익,653006000000.0,
건설업,현대건설,2024,영업이익,-1263420000000.0,
건설업,현대건설,2023,영업이익,785430000000.0,
건설업,현대건설,2025,당기순이익,559068000000.0,
건설업,현대건설,2024,당기순이익,-766221000000.0,
건설업,현대건설,2023,당기순이익,654281000000.0,
건설업,현대건설,2025,금융원가,202810000000.0,
건설업,현대건설,2024,금융원가,171771000000.0,
건설업,현대건설,2023,금융원가,141179000000.0,
건설업,현대건설,2025,유형자산,1225081000000.0,
건설업,현대건설,2024,유형자산,1289154000000.0,
건설업,현대건설,2023,유형자산,1204520000000.0,
건설업,현대건설,2025,사용권자산,116689000000.0,
건설업,현대건설,2024,사용권자산,118858000000.0,
건설업,현대건설,2023,사용권자산,104397000000.0,
건설업,현대건설,2025,무형자산,764681000000.0,
건설업,현대건설,2024,무형자산,750741000000.0,
건설업,현대건설,2023,무형자산,724427000000.0,
건설업,현대건설,2025,투자부동산,468131000000.0,
건설업,현대건설,2024,투자부동산,456522000000.0,
건설업,현대건설,2023,투자부동산,446367000000.0,
건설업,현대건설,2025,관계기업투자,199713000000.0,
건설업,현대건설,2024,관계기업투자,168064000000.0,
건설업,현대건설,2023,관계기업투자,86608000000.0,
건설업,현대건설,2025,이연법인세자산,772561000000.0,
건설업,현대건설,2024,이연법인세자산,717126000000.0,
건설업,현대건설,2023,이연법인세자산,232146000000.0,
건설업,현대건설,2025,유동충당부채,452584000000.0,
건설업,현대건설,2024,유동충당부채,724708000000.0,
건설업,현대건설,2023,유동충당부채,306189000000.0,
건설업,현대건설,2025,비유동충당부채,499863000000.0,
건설업,현대건설,2024,비유동충당부채,483103000000.0,
건설업,현대건설,2023,비유동충당부채,515090000000.0,
건설업,현대건설,2025,자본금,562052000000.0,
건설업,현대건설,2024,자본금,562052000000.0,
건설업,현대건설,2023,자본금,562052000000.0,
건설업,현대건설,2025,이익잉여금,6403339000000.0,
건설업,현대건설,2024,이익잉여금,6130230000000.0,
건설업,현대건설,2023,이익잉여금,6420220000000.0,
건설업,현대건설,2025,매출총이익,1980283000000.0,
건설업,현대건설,2024,매출총이익,-216933000000.0,
건설업,현대건설,2023,매출총이익,1702808000000.0,
건설업,현대건설,2025,판매비와관리비,1327277000000.0,
건설업,현대건설,2024,판매비와관리비,1046487000000.0,
건설업,현대건설,2023,판매비와관리비,917378000000.0,
건설업,현대건설,2025,금융수익,258821000000.0,
건설업,현대건설,2024,금융수익,359853000000.0,
건설업,현대건설,2023,금융수익,294585000000.0,
건설업,현대건설,2025,법인세비용차감전순이익,646825000000.0,
건설업,현대건설,2024,법인세비용차감전순이익,-985717000000.0,
건설업,현대건설,2023,법인세비용차감전순이익,939545000000.0,
건설업,현대건설,2025,법인세비용,87757000000.0,
건설업,현대건설,2024,법인세비용,-219496000000.0,
건설업,현대건설,2023,법인세비용,285264000000.0,
건설업,현대건설,2025,유동리스부채,84515000000.0,
건설업,현대건설,2024,유동리스부채,69042000000.0,
건설업,현대건설,2023,유동리스부채,73368000000.0,
건설업,현대건설,2025,비유동리스부채,21394000000.0,
건설업,현대건설,2024,비유동리스부채,41479000000.0,
건설업,현대건설,2023,비유동리스부채,22737000000.0,
건설업,현대건설,2025,영업활동현금흐름,-748259000000.0,
건설업,현대건설,2024,영업활동현금흐름,-118800000000.0,
건설업,현대건설,2023,영업활동현금흐름,-714716000000.0,
건설업,현대건설,2025,투자활동현금흐름,25227000000.0,
건설업,현대건설,2024,투자활동현금흐름,211699000000.0,
건설업,현대건설,2023,투자활동현금흐름,562566000000.0,
건설업,현대건설,2025,재무활동현금흐름,434213000000.0,
건설업,현대건설,2024,재무활동현금흐름,733741000000.0,
건설업,현대건설,2023,재무활동현금흐름,365989000000.0,
건설업,현대건설,2025,유형자산취득액,107202000000.0,
건설업,현대건설,2024,유형자산취득액,178853000000.0,
건설업,현대건설,2023,유형자산취득액,222144000000.0,
건설업,현대건설,2025,무형자산취득액,8660000000.0,
건설업,현대건설,2024,무형자산취득액,20491000000.0,
건설업,현대건설,2023,무형자산취득액,14896000000.0,
건설업,현대건설,2025,유형자산처분액,20488000000.0,
건설업,현대건설,2024,유형자산처분액,5802000000.0,
건설업,현대건설,2023,유형자산처분액,37660000000.0,
건설업,현대건설,2025,무형자산처분액,509000000.0,
건설업,현대건설,2024,무형자산처분액,5447000000.0,
건설업,현대건설,2023,무형자산처분액,2152000000.0,
건설업,현대건설,2025,배당금지급액,68853000000.0,
건설업,현대건설,2024,배당금지급액,94882000000.0,
건설업,현대건설,2023,배당금지급액,94755000000.0,
건설업,현대건설,2025,법인세납부액,91219000000.0,
건설업,현대건설,2024,법인세납부액,326630000000.0,
건설업,현대건설,2023,법인세납부액,244592000000.0,
건설업,현대건설,2025,이자지급액,127097000000.0,
건설업,현대건설,2024,이자지급액,97623000000.0,
건설업,현대건설,2023,이자지급액,58470000000.0,
건설업,현대건설,2025,리스부채상환액,89885000000.0,
건설업,현대건설,2024,리스부채상환액,110919000000.0,
건설업,현대건설,2023,리스부채상환액,105409000000.0,
건설업,현대건설,2025,단기차입금유입액,729188000000.0,
건설업,현대건설,2024,단기차입금유입액,651483000000.0,
건설업,현대건설,2023,단기차입금유입액,305974000000.0,
건설업,현대건설,2025,장기차입금유입액,350000000000.0,
건설업,현대건설,2024,장기차입금유입액,520000000000.0,
건설업,현대건설,2023,장기차입금유입액,435000000000.0,
건설업,현대건설,2025,단기차입금상환액,290498000000.0,
건설업,현대건설,2024,단기차입금상환액,158610000000.0,
건설업,현대건설,2023,단기차입금상환액,139862000000.0,
건설업,현대건설,2025,장기차입금상환액,4081000000.0,
건설업,현대건설,2024,장기차입금상환액,15065000000.0,
건설업,현대건설,2023,장기차입금상환액,4119000000.0,
건설업,현대건설,2025,매출채권,6842276000000.0,
건설업,현대건설,2024,매출채권,5319211000000.0,
건설업,현대건설,2023,매출채권,3378696000000.0,
건설업,현대건설,2025,매입채무,3966463000000.0,
건설업,현대건설,2024,매입채무,4038662000000.0,
건설업,현대건설,2023,매입채무,3959030000000.0,
건설업,현대건설,2025,계약자산,3937364000000.0,
건설업,현대건설,2024,계약자산,4684982000000.0,
건설업,현대건설,2023,계약자산,5335234000000.0,
건설업,GS건설,2025,매출액,12450347000000.0,
건설업,GS건설,2024,매출액,12863811000000.0,
건설업,GS건설,2023,매출액,13436685000000.0,
건설업,GS건설,2025,매출원가,11105283000000.0,
건설업,GS건설,2024,매출원가,11749631000000.0,
건설업,GS건설,2023,매출원가,13174490000000.0,
건설업,GS건설,2025,재고자산,1163292000000.0,
건설업,GS건설,2024,재고자산,1280006000000.0,
건설업,GS건설,2023,재고자산,1338666000000.0,
건설업,GS건설,2025,현금및현금성자산,3015810000000.0,
건설업,GS건설,2024,현금및현금성자산,2083025000000.0,
건설업,GS건설,2023,현금및현금성자산,2244925000000.0,
건설업,GS건설,2025,유동자산,9074153000000.0,
건설업,GS건설,2024,유동자산,8666551000000.0,
건설업,GS건설,2023,유동자산,9482032000000.0,
건설업,GS건설,2025,유동부채,7832139000000.0,
건설업,GS건설,2024,유동부채,9031905000000.0,
건설업,GS건설,2023,유동부채,8796223000000.0,
건설업,GS건설,2025,단기차입금,2274967000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2024,단기차입금,3262870000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2023,단기차입금,2481711000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2025,장기차입금,4419276000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2024,장기차입금,2973883000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2023,장기차입금,3342288000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2025,부채총계,12936285000000.0,
건설업,GS건설,2024,부채총계,12716171000000.0,
건설업,GS건설,2023,부채총계,12822139000000.0,
건설업,GS건설,2025,자본총계,5523557000000.0,
건설업,GS건설,2024,자본총계,5087123000000.0,
건설업,GS건설,2023,자본총계,4885160000000.0,
건설업,GS건설,2025,자산총계,18459842000000.0,
건설업,GS건설,2024,자산총계,17803294000000.0,
건설업,GS건설,2023,자산총계,17707299000000.0,
건설업,GS건설,2025,영업이익,437809000000.0,
건설업,GS건설,2024,영업이익,285954000000.0,
건설업,GS건설,2023,영업이익,-387945000000.0,
건설업,GS건설,2025,당기순이익,93423000000.0,
건설업,GS건설,2024,당기순이익,263924000000.0,
건설업,GS건설,2023,당기순이익,-419501000000.0,
건설업,GS건설,2025,금융원가,573993000000.0,
건설업,GS건설,2024,금융원가,616923000000.0,
건설업,GS건설,2023,금융원가,462641000000.0,
건설업,GS건설,2025,유형자산,1625949000000.0,
건설업,GS건설,2024,유형자산,2638612000000.0,
건설업,GS건설,2023,유형자산,2256206000000.0,
건설업,GS건설,2025,사용권자산,239522000000.0,
건설업,GS건설,2024,사용권자산,288614000000.0,
건설업,GS건설,2023,사용권자산,293273000000.0,
건설업,GS건설,2025,무형자산,1190807000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2024,무형자산,1064275000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2023,무형자산,960960000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
건설업,GS건설,2025,투자부동산,1559553000000.0,
건설업,GS건설,2024,투자부동산,750769000000.0,
건설업,GS건설,2023,투자부동산,764901000000.0,
건설업,GS건설,2025,관계기업투자,328594000000.0,
건설업,GS건설,2024,관계기업투자,283706000000.0,
건설업,GS건설,2023,관계기업투자,214549000000.0,
건설업,GS건설,2025,이연법인세자산,1171738000000.0,
건설업,GS건설,2024,이연법인세자산,1061752000000.0,
건설업,GS건설,2023,이연법인세자산,1133526000000.0,
건설업,GS건설,2025,유동충당부채,684788000000.0,
건설업,GS건설,2024,유동충당부채,830941000000.0,
건설업,GS건설,2023,유동충당부채,1054148000000.0,
건설업,GS건설,2025,비유동충당부채,385910000000.0,
건설업,GS건설,2024,비유동충당부채,418031000000.0,
건설업,GS건설,2023,비유동충당부채,399837000000.0,
건설업,GS건설,2025,계약부채,2092062000000.0,
건설업,GS건설,2024,계약부채,2071716000000.0,
건설업,GS건설,2023,계약부채,2352653000000.0,
건설업,GS건설,2025,자본금,427907000000.0,
건설업,GS건설,2024,자본금,427907000000.0,
건설업,GS건설,2023,자본금,427907000000.0,
건설업,GS건설,2025,이익잉여금,3342093000000.0,
건설업,GS건설,2024,이익잉여금,3266496000000.0,
건설업,GS건설,2023,이익잉여금,3046355000000.0,
건설업,GS건설,2025,매출총이익,1345064000000.0,
건설업,GS건설,2024,매출총이익,1114180000000.0,
건설업,GS건설,2023,매출총이익,262195000000.0,
건설업,GS건설,2025,판매비와관리비,907255000000.0,
건설업,GS건설,2024,판매비와관리비,828226000000.0,
건설업,GS건설,2023,판매비와관리비,650140000000.0,
건설업,GS건설,2025,금융수익,356698000000.0,
건설업,GS건설,2024,금융수익,395845000000.0,
건설업,GS건설,2023,금융수익,256125000000.0,
건설업,GS건설,2025,법인세비용차감전순이익,147340000000.0,
건설업,GS건설,2024,법인세비용차감전순이익,441500000000.0,
건설업,GS건설,2023,법인세비용차감전순이익,-517487000000.0,
건설업,GS건설,2025,법인세비용,53917000000.0,
건설업,GS건설,2024,법인세비용,177576000000.0,
건설업,GS건설,2023,법인세비용,-97986000000.0,
건설업,GS건설,2025,영업활동현금흐름,591530000000.0,
건설업,GS건설,2024,영업활동현금흐름,267812000000.0,
건설업,GS건설,2023,영업활동현금흐름,469799000000.0,
건설업,GS건설,2025,투자활동현금흐름,-246980000000.0,
건설업,GS건설,2024,투자활동현금흐름,-548921000000.0,
건설업,GS건설,2023,투자활동현금흐름,-763061000000.0,
건설업,GS건설,2025,재무활동현금흐름,573708000000.0,
건설업,GS건설,2024,재무활동현금흐름,76568000000.0,
건설업,GS건설,2023,재무활동현금흐름,496488000000.0,
건설업,GS건설,2025,유형자산취득액,225985000000.0,
건설업,GS건설,2024,유형자산취득액,416205000000.0,
건설업,GS건설,2023,유형자산취득액,476147000000.0,
건설업,GS건설,2025,무형자산취득액,69029000000.0,
건설업,GS건설,2024,무형자산취득액,110803000000.0,
건설업,GS건설,2023,무형자산취득액,29086000000.0,
건설업,GS건설,2025,유형자산처분액,7054000000.0,
건설업,GS건설,2024,유형자산처분액,47758000000.0,
건설업,GS건설,2023,유형자산처분액,1460000000.0,
건설업,GS건설,2025,무형자산처분액,1803000000.0,
건설업,GS건설,2024,무형자산처분액,1566000000.0,
건설업,GS건설,2023,무형자산처분액,1464000000.0,
건설업,GS건설,2025,배당금지급액,41850000000.0,
건설업,GS건설,2024,배당금지급액,32398000000.0,
건설업,GS건설,2023,배당금지급액,135168000000.0,
건설업,GS건설,2025,법인세납부액,124708000000.0,
건설업,GS건설,2024,법인세납부액,76785000000.0,
건설업,GS건설,2023,법인세납부액,159138000000.0,
건설업,GS건설,2025,이자지급액,412955000000.0,
건설업,GS건설,2024,이자지급액,378973000000.0,
건설업,GS건설,2023,이자지급액,326195000000.0,
건설업,GS건설,2025,리스부채상환액,74156000000.0,
건설업,GS건설,2024,리스부채상환액,98828000000.0,
건설업,GS건설,2023,리스부채상환액,117345000000.0,
건설업,GS건설,2025,매출채권,2772863000000.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
건설업,GS건설,2024,매출채권,3050492000000.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
건설업,GS건설,2023,매출채권,3529003000000.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
